n,ID,ID_next,length,area,lake,endorheic,S_0,S_max,Coeff,power,lake_type,slope,target_vol,lake_type_for_target_vol
165,3016377,3044016.0,40088.78576978247,582714950.4326801,0.0,0.0,1000000.0,2914574752.1634007,0.01,1.5,0.0,0.0001,0.0,0.0
166,3016662,7007230.0,18392.25106138655,583195800.7203883,0.0,0.0,1000000.0,2916979003.6019416,0.01,1.5,0.0,0.0001,0.0,0.0
167,3016683,3033833.0,41919.00108576901,594589201.8968205,0.0,0.0,1000000.0,2973946009.4841027,0.01,1.5,0.0,0.0001,0.0,0.0
168,3016691,7007693.0,29626.44015308111,587236618.4367362,0.0,0.0,1000000.0,2937183092.183681,0.01,1.5,0.0,0.0001,0.0,0.0
169,3016903,7000653.0,17490.6471888017,76446289.8007699,0.0,0.0,1000000.0,383231449.0038495,0.01,1.5,0.0,0.0001,0.0,0.0
170,3017179,3039994.0,47368.54154861922,614019885.9998252,0.0,0.0,1000000.0,3071099429.9991264,0.01,1.5,0.0,0.0001,0.0,0.0
171,3017310,3025187.0,23261.868252035787,616954694.8869815,0.0,0.0,1000000.0,3085773474.4349074,0.01,1.5,0.0,0.0001,0.0,0.0
172,3017455,7007905.0,15064.1706485334,618471734.5849628,0.0,0.0,1000000.0,3093358672.924814,0.01,1.5,0.0,0.0001,0.0,0.0
173,3017526,3029706.0,49270.40051477032,621812542.0832655,0.0,0.0,1000000.0,3110062710.4163275,0.01,1.5,0.0,0.0001,0.0,0.0
174,3017551,7000579.0,15952.31351364593,616455954.1663857,0.0,0.0,1000000.0,3083279770.8319283,0.01,1.5,0.0,0.0001,0.0,0.0
175,3017569,3030535.0,36249.02271490502,626216328.6512448,0.0,0.0,1000000.0,3132081643.2562237,0.01,1.5,0.0,0.0001,0.0,0.0
176,3017759,3035241.0,68408.06834102911,637211834.0900983,0.0,0.0,1000000.0,3187059170.4504914,0.01,1.5,0.0,0.0001,0.0,0.0
177,3017873,7000528.0,1919.7917063924967,592762464.2924418,0.0,0.0,1000000.0,2964812321.462209,0.01,1.5,0.0,0.0001,0.0,0.0
178,3017889,3034805.0,25225.927711729702,637469490.8708625,0.0,0.0,1000000.0,3188347454.3543124,0.01,1.5,0.0,0.0001,0.0,0.0
179,3017981,3034146.0,45631.34841780614,642740293.3128419,0.0,0.0,1000000.0,3214701466.5642095,0.01,1.5,0.0,0.0001,0.0,0.0
180,3018023,3025082.0,50785.55935824278,639141760.57213,0.0,0.0,1000000.0,3196708802.86065,0.01,1.5,0.0,0.0001,0.0,0.0
181,3018043,3023717.0,44471.92867403674,647585814.1358123,0.0,0.0,1000000.0,3238929070.6790614,0.01,1.5,0.0,0.0001,0.0,0.0
182,3018128,3041470.0,28023.80118692933,644533632.1873279,0.0,0.0,1000000.0,3223668160.9366393,0.01,1.5,0.0,0.0001,0.0,0.0
183,3018312,3037163.0,43252.51363490301,658177861.81676,0.0,0.0,1000000.0,3291889309.0838,0.01,1.5,0.0,0.0001,0.0,0.0
184,3018392,3038374.0,28585.18258132171,663346531.025672,0.0,0.0,1000000.0,3317732655.12836,0.01,1.5,0.0,0.0001,0.0,0.0
185,3018492,3028663.0,13987.867838684746,58408567.89037351,0.0,0.0,1000000.0,293042839.4518676,0.01,1.5,0.0,0.0001,0.0,0.0
186,3018526,3035890.0,33737.2081932378,664604631.0689965,0.0,0.0,1000000.0,3324023155.3449826,0.01,1.5,0.0,0.0001,0.0,0.0
187,3018707,3024313.0,17182.638220330842,672528802.073653,0.0,0.0,1000000.0,3363644010.368265,0.01,1.5,0.0,0.0001,0.0,0.0
188,3019053,3035596.0,49374.91721926578,693645219.1106031,0.0,0.0,1000000.0,3469226095.5530157,0.01,1.5,0.0,0.0001,0.0,0.0
189,3019059,3029049.0,9335.440066757055,22702489.32831399,0.0,0.0,1000000.0,114512446.64156996,0.01,1.5,0.0,0.0001,0.0,0.0
190,3019060,3044202.0,63069.0195650963,695028867.055449,0.0,0.0,1000000.0,3476144335.277245,0.01,1.5,0.0,0.0001,0.0,0.0
191,3019250,3041590.0,47605.063928182775,697640277.4114457,0.0,0.0,1000000.0,3489201387.0572286,0.01,1.5,0.0,0.0001,0.0,0.0
192,3019356,3026669.0,52079.566628859815,706446635.2375871,0.0,0.0,1000000.0,3533233176.1879354,0.01,1.5,0.0,0.0001,0.0,0.0
193,3019426,3027963.0,36846.67634048856,710186182.3599463,0.0,0.0,1000000.0,3551930911.7997313,0.01,1.5,0.0,0.0001,0.0,0.0
194,3019545,3025722.0,81212.85552526731,717097506.9006703,0.0,0.0,1000000.0,3586487534.503351,0.01,1.5,0.0,0.0001,0.0,0.0
195,3019660,7006293.0,52407.46737585132,679621487.0187312,0.0,0.0,1000000.0,3399107435.093656,0.01,1.5,0.0,0.0001,0.0,0.0
196,3020024,3036250.0,25549.65908704385,740235664.9043915,0.0,0.0,1000000.0,3702178324.5219574,0.01,1.5,0.0,0.0001,0.0,0.0
197,3020091,7000557.0,70876.50231224728,747257455.7862698,0.0,0.0,1000000.0,3737287278.931349,0.01,1.5,0.0,0.0001,0.0,0.0
198,3020131,3037457.0,28663.799409107967,749294730.6146904,0.0,0.0,1000000.0,3747473653.073452,0.01,1.5,0.0,0.0001,0.0,0.0
199,3020141,3032495.0,68127.68977834763,747244725.4965911,0.0,0.0,1000000.0,3737223627.4829555,0.01,1.5,0.0,0.0001,0.0,0.0
200,3020256,7007693.0,39632.86643773355,759559830.8840225,0.0,0.0,1000000.0,3798799154.4201126,0.01,1.5,0.0,0.0001,0.0,0.0
201,3020287,3044489.0,33657.72434771908,758472099.1855133,0.0,0.0,1000000.0,3793360495.9275665,0.01,1.5,0.0,0.0001,0.0,0.0
202,3020499,3036222.0,49182.44994089477,763945692.3618789,0.0,0.0,1000000.0,3820728461.8093944,0.01,1.5,0.0,0.0001,0.0,0.0
203,3020741,3033689.0,65406.71813266169,779698878.6257701,0.0,0.0,1000000.0,3899494393.1288505,0.01,1.5,0.0,0.0001,0.0,0.0
204,3020823,3028744.0,23487.68989169604,127568358.9429878,0.0,0.0,1000000.0,638841794.714939,0.01,1.5,0.0,0.0001,0.0,0.0
205,3020874,3033586.0,20594.018536947813,796909729.5490125,0.0,0.0,1000000.0,3985548647.745063,0.01,1.5,0.0,0.0001,0.0,0.0
206,3021176,3037304.0,69713.53388476778,812865994.5565624,0.0,0.0,1000000.0,4065329972.782812,0.01,1.5,0.0,0.0001,0.0,0.0
207,3021206,7007905.0,52665.30842278951,812769576.9142367,0.0,0.0,1000000.0,4064847884.571183,0.01,1.5,0.0,0.0001,0.0,0.0
208,3021339,7007495.0,8708.305745552174,23268003.203927893,0.0,0.0,1000000.0,117340016.01963946,0.01,1.5,0.0,0.0001,0.0,0.0
209,3021399,7000557.0,5857.118272728263,740823616.7837765,0.0,0.0,1000000.0,3705118083.9188824,0.01,1.5,0.0,0.0001,0.0,0.0
210,3021532,3027787.0,46858.645289065134,831016934.5257452,0.0,0.0,1000000.0,4156084672.628726,0.01,1.5,0.0,0.0001,0.0,0.0
211,3021559,3044181.0,60852.15511779206,835390877.8616632,0.0,0.0,1000000.0,4177954389.308316,0.01,1.5,0.0,0.0001,0.0,0.0
212,3021695,3031492.0,68372.02345818507,850498462.5976081,0.0,0.0,1000000.0,4253492312.9880404,0.01,1.5,0.0,0.0001,0.0,0.0
213,3021760,7000653.0,15458.459354107496,132524379.70827088,0.0,0.0,1000000.0,663621898.5413544,0.01,1.5,0.0,0.0001,0.0,0.0
214,3021761,3035166.0,52359.63639648019,847273625.487411,0.0,0.0,1000000.0,4237368127.437055,0.01,1.5,0.0,0.0001,0.0,0.0
215,3021763,3033115.0,12229.080889095294,215610424.0252601,0.0,0.0,1000000.0,1079052120.1263003,0.01,1.5,0.0,0.0001,0.0,0.0
216,3021869,3029245.0,41342.747400548185,192874729.81431052,0.0,0.0,1000000.0,965373649.0715526,0.01,1.5,0.0,0.0001,0.0,0.0
217,3021902,3029533.0,48211.67114831794,865053967.4571028,0.0,0.0,1000000.0,4326269837.285514,0.01,1.5,0.0,0.0001,0.0,0.0
218,3021918,3037383.0,21824.29765373356,137829316.3660256,0.0,0.0,1000000.0,690146581.830128,0.01,1.5,0.0,0.0001,0.0,0.0
219,3022030,3044184.0,98532.14558588753,868186049.1215092,0.0,0.0,1000000.0,4341930245.607546,0.01,1.5,0.0,0.0001,0.0,0.0
220,3022053,3029678.0,88872.2876905674,864060238.58677,0.0,0.0,1000000.0,4321301192.93385,0.01,1.5,0.0,0.0001,0.0,0.0
221,3022211,3028986.0,17600.78327913442,277952874.2688593,0.0,0.0,1000000.0,1390764371.3442967,0.01,1.5,0.0,0.0001,0.0,0.0
222,3022260,3029752.0,51885.2256836582,886526012.3975872,0.0,0.0,1000000.0,4433630061.987936,0.01,1.5,0.0,0.0001,0.0,0.0
223,3022424,3029340.0,36006.86294720849,895758162.6241391,0.0,0.0,1000000.0,4479790813.120695,0.01,1.5,0.0,0.0001,0.0,0.0
224,3022455,3043671.0,65732.6314083249,902035175.2940868,0.0,0.0,1000000.0,4511175876.470434,0.01,1.5,0.0,0.0001,0.0,0.0
225,3022519,3026720.0,29377.610012950867,165968300.10272726,0.0,0.0,1000000.0,830841500.5136364,0.01,1.5,0.0,0.0001,0.0,0.0
226,3022734,3031983.0,36689.695487850375,290812627.0106793,0.0,0.0,1000000.0,1455063135.0533965,0.01,1.5,0.0,0.0001,0.0,0.0
227,3022832,3031528.0,49975.386866995126,921879190.6448427,0.0,0.0,1000000.0,4610395953.224214,0.01,1.5,0.0,0.0001,0.0,0.0
228,3022844,3027602.0,60086.5439736792,934315757.5945944,0.0,0.0,1000000.0,4672578787.972972,0.01,1.5,0.0,0.0001,0.0,0.0
229,3022903,3029001.0,53313.27418254479,935609445.3667916,0.0,0.0,1000000.0,4679047226.833958,0.01,1.5,0.0,0.0001,0.0,0.0
230,3022966,3025785.0,79678.41073227792,946217285.8075392,0.0,0.0,1000000.0,4732086429.037696,0.01,1.5,0.0,0.0001,0.0,0.0
231,3023178,7000591.0,58655.56082181255,961678942.9597578,0.0,0.0,1000000.0,4809394714.798789,0.01,1.5,0.0,0.0001,0.0,0.0
232,3023321,3028224.0,53321.32206143734,966513493.0845972,0.0,0.0,1000000.0,4833567465.422986,0.01,1.5,0.0,0.0001,0.0,0.0
233,3023436,3027966.0,2924.619646377673,2091632.0172813635,0.0,0.0,1000000.0,11458160.086406818,0.01,1.5,0.0,0.0001,0.0,0.0
234,3023455,3044194.0,65813.40163166297,991080216.048856,0.0,0.0,1000000.0,4956401080.24428,0.01,1.5,0.0,0.0001,0.0,0.0
235,3023482,3030535.0,30904.00964081464,989317630.9419874,0.0,0.0,1000000.0,4947588154.709937,0.01,1.5,0.0,0.0001,0.0,0.0
236,3023544,3029049.0,69445.24610652128,987194776.6401165,0.0,0.0,1000000.0,4936973883.2005825,0.01,1.5,0.0,0.0001,0.0,0.0
237,3023559,3040181.0,65263.153218435975,989466307.744518,0.0,0.0,1000000.0,4948331538.72259,0.01,1.5,0.0,0.0001,0.0,0.0
238,3023607,3029752.0,60155.93414703662,997589986.9484482,0.0,0.0,1000000.0,4988949934.742241,0.01,1.5,0.0,0.0001,0.0,0.0
239,3023717,7092453.0,5065.212026931284,28284844.143847022,0.0,0.0,1000000.0,142424220.71923512,0.01,1.5,0.0,0.0001,0.0,0.0
240,3023752,3036254.0,72723.30073636776,1008468035.1964828,0.0,0.0,1000000.0,5043340175.982414,0.01,1.5,0.0,0.0001,0.0,0.0
241,3023769,3027655.0,95479.40140506937,1015816220.8828012,0.0,0.0,1000000.0,5080081104.414006,0.01,1.5,0.0,0.0001,0.0,0.0
242,3023854,3044527.0,69265.57444724407,1021380131.2505958,0.0,0.0,1000000.0,5107900656.252979,0.01,1.5,0.0,0.0001,0.0,0.0
243,3024208,3031394.0,62707.882590407775,1047350423.4004638,0.0,0.0,1000000.0,5237752117.002319,0.01,1.5,0.0,0.0001,0.0,0.0
244,3024313,3028231.0,19930.109197178877,122645314.32109232,0.0,0.0,1000000.0,614226571.6054616,0.01,1.5,0.0,0.0001,0.0,0.0
245,3024364,3029706.0,62266.84526239036,1059974953.1129712,0.0,0.0,1000000.0,5300874765.564856,0.01,1.5,0.0,0.0001,0.0,0.0
246,3024435,7000528.0,21394.17382800824,245920278.87206045,0.0,0.0,1000000.0,1230601394.3603022,0.01,1.5,0.0,0.0001,0.0,0.0
247,3024441,7007351.0,63182.602230996665,1072675732.275506,0.0,0.0,1000000.0,5364378661.37753,0.01,1.5,0.0,0.0001,0.0,0.0
248,3024479,3044278.0,58212.156498558,1085194589.6993997,0.0,0.0,1000000.0,5426972948.496999,0.01,1.5,0.0,0.0001,0.0,0.0
249,3024615,7000541.0,21527.119299495007,1018420482.6600026,0.0,0.0,1000000.0,5093102413.300013,0.01,1.5,0.0,0.0001,0.0,0.0
250,3025010,3033628.0,250.65812466805693,153295460.53139058,0.0,0.0,1000000.0,767477302.6569529,0.01,1.5,0.0,0.0001,0.0,0.0
251,3025025,7000557.0,36836.24398759055,202127496.1308584,0.0,0.0,1000000.0,1011637480.654292,0.01,1.5,0.0,0.0001,0.0,0.0
252,3025056,7000619.0,23314.06248091009,1029807233.2732826,0.0,0.0,1000000.0,5150036166.366413,0.01,1.5,0.0,0.0001,0.0,0.0
253,3025082,3029734.0,17724.041027532647,188949873.82354572,0.0,0.0,1000000.0,945749369.1177286,0.01,1.5,0.0,0.0001,0.0,0.0
254,3025112,3028988.0,38113.58685448393,343857544.0440282,0.0,0.0,1000000.0,1720287720.2201412,0.01,1.5,0.0,0.0001,0.0,0.0
255,3025187,3040669.0,21777.880757939845,213993481.5865943,0.0,0.0,1000000.0,1070967407.9329716,0.01,1.5,0.0,0.0001,0.0,0.0
256,3025269,3028089.0,64338.534916783065,346633210.32908154,0.0,0.0,1000000.0,1734166051.6454077,0.01,1.5,0.0,0.0001,0.0,0.0
257,3025430,3036441.0,50313.407671770605,454751907.9702168,0.0,0.0,1000000.0,2274759539.851084,0.01,1.5,0.0,0.0001,0.0,0.0
258,3025695,3044480.0,54091.78354282928,633139017.3586297,0.0,0.0,1000000.0,3166695086.7931485,0.01,1.5,0.0,0.0001,0.0,0.0
259,3025722,3039412.0,10448.432111584576,129369108.00822036,0.0,0.0,1000000.0,647845540.0411018,0.01,1.5,0.0,0.0001,0.0,0.0
260,3025759,3033628.0,58803.24746829604,1220602117.1485465,0.0,0.0,1000000.0,6104010585.742732,0.01,1.5,0.0,0.0001,0.0,0.0
261,3025763,7000591.0,1.0,1028564894.5226334,0.0,0.0,1000000.0,5143824472.613167,0.01,1.5,0.0,0.0001,0.0,0.0
262,3025785,3029513.0,7464.905700910976,7772751.446906978,0.0,0.0,1000000.0,39863757.23453489,0.01,1.5,0.0,0.0001,0.0,0.0
263,3025934,3030155.0,68524.40172847845,1246323668.3573704,0.0,0.0,1000000.0,6232618341.786852,0.01,1.5,0.0,0.0001,0.0,0.0
264,3026061,7000653.0,36443.53411446873,472482916.2999526,0.0,0.0,1000000.0,2363414581.499763,0.01,1.5,0.0,0.0001,0.0,0.0
265,3026189,3028371.0,96596.00820370298,1279310833.1899605,0.0,0.0,1000000.0,6397554165.949802,0.01,1.5,0.0,0.0001,0.0,0.0
266,3026250,3031983.0,53916.085606830624,568747807.3543007,0.0,0.0,1000000.0,2844739036.7715034,0.01,1.5,0.0,0.0001,0.0,0.0
267,3026314,3030512.0,53426.463660509005,316048853.9894198,0.0,0.0,1000000.0,1581244269.9470992,0.01,1.5,0.0,0.0001,0.0,0.0
268,3026319,3028633.0,102512.3293778047,1289457145.9333775,0.0,0.0,1000000.0,6448285729.666887,0.01,1.5,0.0,0.0001,0.0,0.0
269,3026581,7000579.0,60935.07789081895,1298474316.331336,0.0,0.0,1000000.0,6493371581.65668,0.01,1.5,0.0,0.0001,0.0,0.0
270,3026669,3039034.0,34908.69226444388,239932897.9789766,0.0,0.0,1000000.0,1200664489.8948832,0.01,1.5,0.0,0.0001,0.0,0.0
271,3026720,3034036.0,17400.46244152658,150263074.76719636,0.0,0.0,1000000.0,752315373.8359818,0.01,1.5,0.0,0.0001,0.0,0.0
272,3026807,7000653.0,1.0,176762578.661521,0.0,0.0,1000000.0,884812893.3076049,0.01,1.5,0.0,0.0001,0.0,0.0
273,3026810,3035550.0,47367.49492988145,604497017.057783,0.0,0.0,1000000.0,3023485085.288915,0.01,1.5,0.0,0.0001,0.0,0.0
274,3026833,3040145.0,85078.0528818686,1356918418.388,0.0,0.0,1000000.0,6785592091.940001,0.01,1.5,0.0,0.0001,0.0,0.0
275,3026856,3030476.0,43022.64912019379,408765449.48143744,0.0,0.0,1000000.0,2044827247.4071872,0.01,1.5,0.0,0.0001,0.0,0.0
276,3027114,7000619.0,14157.574250205622,1330842706.4776976,0.0,0.0,1000000.0,6655213532.388488,0.01,1.5,0.0,0.0001,0.0,0.0
277,3027336,7000591.0,118.06733952459672,1325693707.4960165,0.0,0.0,1000000.0,6629468537.4800825,0.01,1.5,0.0,0.0001,0.0,0.0
278,3027348,7000636.0,1084.7236433152964,1312512978.8223474,0.0,0.0,1000000.0,6563564894.111737,0.01,1.5,0.0,0.0001,0.0,0.0
279,3027602,3042492.0,25011.64364451056,72074827.14045659,0.0,0.0,1000000.0,361374135.7022829,0.01,1.5,0.0,0.0001,0.0,0.0
280,3027655,3039143.0,7428.195695306991,155414850.50903386,0.0,0.0,1000000.0,778074252.5451694,0.01,1.5,0.0,0.0001,0.0,0.0
281,3027716,7007905.0,87189.75818633402,1512238876.673766,0.0,0.0,1000000.0,7562194383.36883,0.01,1.5,0.0,0.0001,0.0,0.0
282,3027787,3031127.0,47380.46259469118,271976123.5379506,0.0,0.0,1000000.0,1360880617.6897528,0.01,1.5,0.0,0.0001,0.0,0.0
283,3027963,3030622.0,76407.35329635585,550803410.6295099,0.0,0.0,1000000.0,2755017053.1475496,0.01,1.5,0.0,0.0001,0.0,0.0
284,3027966,3031464.0,28564.41098275898,281874672.1926811,0.0,0.0,1000000.0,1410373360.9634054,0.01,1.5,0.0,0.0001,0.0,0.0
285,3027987,3038770.0,35707.401653406465,502024068.021564,0.0,0.0,1000000.0,2511120340.10782,0.01,1.5,0.0,0.0001,0.0,0.0
286,3028078,7000653.0,127540.0400997939,1555659102.2814271,0.0,0.0,1000000.0,7779295511.407136,0.01,1.5,0.0,0.0001,0.0,0.0
287,3028089,3039331.0,11982.724367431309,50904753.9404692,0.0,0.0,1000000.0,255523769.702346,0.01,1.5,0.0,0.0001,0.0,0.0
288,3028146,3034147.0,103064.17172861568,1576394781.44248,0.0,0.0,1000000.0,7882973907.2124,0.01,1.5,0.0,0.0001,0.0,0.0
289,3028224,3030291.0,37850.60645805916,302155782.7494784,0.0,0.0,1000000.0,1511778913.747392,0.01,1.5,0.0,0.0001,0.0,0.0
290,3028231,3043998.0,44979.12623998476,242438969.9336984,0.0,0.0,1000000.0,1213194849.6684918,0.01,1.5,0.0,0.0001,0.0,0.0
291,3028371,3044523.0,6198.725165534501,4604378.556663583,0.0,0.0,1000000.0,24021892.783317916,0.01,1.5,0.0,0.0001,0.0,0.0
292,3028633,3029878.0,7170.855912592099,33440542.787292905,0.0,0.0,1000000.0,168202713.93646452,0.01,1.5,0.0,0.0001,0.0,0.0
293,3028663,3044010.0,45034.25564370478,498211052.650692,0.0,0.0,1000000.0,2492055263.25346,0.01,1.5,0.0,0.0001,0.0,0.0
294,3028701,7007351.0,102313.79916362892,1658323187.9746504,0.0,0.0,1000000.0,8292615939.873252,0.01,1.5,0.0,0.0001,0.0,0.0
295,3028744,3030969.0,40535.33750464122,392655613.0573481,0.0,0.0,1000000.0,1964278065.2867403,0.01,1.5,0.0,0.0001,0.0,0.0
296,3028927,7000528.0,1.0,4312699.231177425,0.0,0.0,1000000.0,22563496.155887127,0.01,1.5,0.0,0.0001,0.0,0.0
297,3028983,3033626.0,111225.09351275906,1731755168.7769427,0.0,0.0,1000000.0,8659775843.884714,0.01,1.5,0.0,0.0001,0.0,0.0
298,3028986,7000591.0,42346.18299621404,526319569.6123774,0.0,0.0,1000000.0,2632597848.061887,0.01,1.5,0.0,0.0001,0.0,0.0
299,3028988,3034146.0,26218.044756004936,204493680.46950263,0.0,0.0,1000000.0,1023468402.3475132,0.01,1.5,0.0,0.0001,0.0,0.0
300,3029001,3031309.0,29619.50919103747,387373792.1291875,0.0,0.0,1000000.0,1937868960.6459377,0.01,1.5,0.0,0.0001,0.0,0.0
301,3029049,7007693.0,1050.4776919218082,55755832.7925432,0.0,0.0,1000000.0,279779163.962716,0.01,1.5,0.0,0.0001,0.0,0.0
302,3029245,3033833.0,41604.02022121504,454467752.4735236,0.0,0.0,1000000.0,2273338762.367618,0.01,1.5,0.0,0.0001,0.0,0.0
303,3029340,3037072.0,40720.35194142594,391621294.1709671,0.0,0.0,1000000.0,1959106470.8548355,0.01,1.5,0.0,0.0001,0.0,0.0
304,3029513,3037051.0,42717.47179789664,284365967.6397804,0.0,0.0,1000000.0,1422829838.1989021,0.01,1.5,0.0,0.0001,0.0,0.0
305,3029533,7000591.0,45741.11522900735,730474522.5688919,0.0,0.0,1000000.0,3653372612.8444595,0.01,1.5,0.0,0.0001,0.0,0.0
306,3029678,3032495.0,55355.74112989401,536999734.4564025,0.0,0.0,1000000.0,2685998672.282013,0.01,1.5,0.0,0.0001,0.0,0.0
307,3029706,3036193.0,36787.91597309941,208126160.34670776,0.0,0.0,1000000.0,1041630801.7335389,0.01,1.5,0.0,0.0001,0.0,0.0
308,3029734,3031686.0,65643.68125660834,507889936.3365563,0.0,0.0,1000000.0,2540449681.6827817,0.01,1.5,0.0,0.0001,0.0,0.0
309,3029752,3044270.0,4373.623562515261,23783562.90579725,0.0,0.0,1000000.0,119917814.52898625,0.01,1.5,0.0,0.0001,0.0,0.0
310,3029878,3044529.0,5475.072594092326,11614303.390264146,0.0,0.0,1000000.0,59071516.95132073,0.01,1.5,0.0,0.0001,0.0,0.0
311,3030155,3033586.0,28901.91207854121,257243006.76338857,0.0,0.0,1000000.0,1287215033.816943,0.01,1.5,0.0,0.0001,0.0,0.0
312,3030291,3031796.0,27041.444759134854,184809999.08036676,0.0,0.0,1000000.0,925049995.4018338,0.01,1.5,0.0,0.0001,0.0,0.0
313,3030421,3033832.0,76399.01749495234,1081997324.0544057,0.0,0.0,1000000.0,5410986620.272028,0.01,1.5,0.0,0.0001,0.0,0.0
314,3030476,3035820.0,19506.03263394052,384848714.6489354,0.0,0.0,1000000.0,1925243573.2446768,0.01,1.5,0.0,0.0001,0.0,0.0
315,3030512,3033535.0,28923.40422522196,391350484.34645,0.0,0.0,1000000.0,1957752421.7322497,0.01,1.5,0.0,0.0001,0.0,0.0
316,3030535,3033689.0,50581.77625493816,482674909.2125635,0.0,0.0,1000000.0,2414374546.0628176,0.01,1.5,0.0,0.0001,0.0,0.0
317,3030622,3033115.0,34153.41409492453,208575517.1923684,0.0,0.0,1000000.0,1043877585.961842,0.01,1.5,0.0,0.0001,0.0,0.0
318,3030636,3033235.0,72609.5072893445,818309737.1428628,0.0,0.0,1000000.0,4092548685.714314,0.01,1.5,0.0,0.0001,0.0,0.0
319,3030647,7000653.0,1.0,226009499.79277533,0.0,0.0,1000000.0,1131047498.9638767,0.01,1.5,0.0,0.0001,0.0,0.0
320,3030769,7007905.0,4398.116841637792,40576410.93462525,0.0,0.0,1000000.0,203882054.67312628,0.01,1.5,0.0,0.0001,0.0,0.0
321,3030969,3032656.0,5330.9166432952325,24902988.63135392,0.0,0.0,1000000.0,125514943.15676959,0.01,1.5,0.0,0.0001,0.0,0.0
322,3031127,7092453.0,17392.422064643335,321133801.4412148,0.0,0.0,1000000.0,1606669007.206074,0.01,1.5,0.0,0.0001,0.0,0.0
323,3031309,3032173.0,17760.20845152036,339002345.6558373,0.0,0.0,1000000.0,1696011728.2791865,0.01,1.5,0.0,0.0001,0.0,0.0
324,3031394,3033406.0,82178.6199271364,865167743.6730857,0.0,0.0,1000000.0,4326838718.365429,0.01,1.5,0.0,0.0001,0.0,0.0
325,3031464,3040808.0,45155.15189509003,520926868.7613025,0.0,0.0,1000000.0,2605634343.8065124,0.01,1.5,0.0,0.0001,0.0,0.0
326,3031492,3033330.0,112527.23907733503,1160685458.7673116,0.0,0.0,1000000.0,5804427293.836557,0.01,1.5,0.0,0.0001,0.0,0.0
327,3031528,3035820.0,127386.17532561591,1144326933.6877513,0.0,0.0,1000000.0,5722634668.438757,0.01,1.5,0.0,0.0001,0.0,0.0
328,3031640,7007693.0,1.0,105931358.05543482,0.0,0.0,1000000.0,530656790.2771741,0.01,1.5,0.0,0.0001,0.0,0.0
329,3031686,3043846.0,11946.5210659272,59930462.06462832,0.0,0.0,1000000.0,300652310.3231416,0.01,1.5,0.0,0.0001,0.0,0.0
330,3031796,3044041.0,36523.17107326518,198532709.02007383,0.0,0.0,1000000.0,993663545.1003692,0.01,1.5,0.0,0.0001,0.0,0.0
