n,ID,ID_next,length,area,lake,endorheic,S_0,S_max,Coeff,power,lake_type,slope,target_vol,lake_type_for_target_vol
331,3031983,3032971.0,36078.34329498479,376320019.6013281,0.0,0.0,1000000.0,1882600098.0066404,0.01,1.5,0.0,0.0001,0.0,0.0
332,3032173,3035381.0,1268.1472701716073,1725548.7345455638,0.0,0.0,1000000.0,9627743.67272782,0.01,1.5,0.0,0.0001,0.0,0.0
333,3032298,7000579.0,1.0,841827309.7803779,0.0,0.0,1000000.0,4210136548.9018893,0.01,1.5,0.0,0.0001,0.0,0.0
334,3032436,7000591.0,1.0,64220641.9899603,0.0,0.0,1000000.0,322103209.9498015,0.01,1.5,0.0,0.0001,0.0,0.0
335,3032495,3033198.0,38162.71630087952,143726869.49383932,0.0,0.0,1000000.0,719634347.4691966,0.01,1.5,0.0,0.0001,0.0,0.0
336,3032556,7007351.0,1.0,38347815.747334704,0.0,0.0,1000000.0,192739078.73667353,0.01,1.5,0.0,0.0001,0.0,0.0
337,3032656,7000619.0,20725.443228378543,170254917.7821924,0.0,0.0,1000000.0,852274588.9109621,0.01,1.5,0.0,0.0001,0.0,0.0
338,3032798,7000619.0,1.0,301913067.2367278,0.0,0.0,1000000.0,1510565336.1836388,0.01,1.5,0.0,0.0001,0.0,0.0
339,3032971,3033617.0,6500.123641874539,66543864.51480727,0.0,0.0,1000000.0,333719322.57403636,0.01,1.5,0.0,0.0001,0.0,0.0
340,3033016,3033892.0,60137.70622983576,1207752417.0359974,0.0,0.0,1000000.0,6039762085.179987,0.01,1.5,0.0,0.0001,0.0,0.0
341,3033115,3037163.0,15827.887442458205,89188567.42562973,0.0,0.0,1000000.0,446942837.1281487,0.01,1.5,0.0,0.0001,0.0,0.0
342,3033198,3034127.0,11109.904458054189,15647655.99987441,0.0,0.0,1000000.0,79238279.99937205,0.01,1.5,0.0,0.0001,0.0,0.0
343,3033235,3037148.0,55381.85832059066,711200987.566968,0.0,0.0,1000000.0,3557004937.83484,0.01,1.5,0.0,0.0001,0.0,0.0
344,3033330,3041662.0,44440.96628226046,480627912.14770496,0.0,0.0,1000000.0,2404139560.738525,0.01,1.5,0.0,0.0001,0.0,0.0
345,3033406,3033917.0,17599.333802353012,281729064.0072439,0.0,0.0,1000000.0,1409645320.0362194,0.01,1.5,0.0,0.0001,0.0,0.0
346,3033535,3038621.0,53707.02852114493,795467716.0432671,0.0,0.0,1000000.0,3978338580.216336,0.01,1.5,0.0,0.0001,0.0,0.0
347,3033586,3036250.0,43407.14839473091,512360642.2828343,0.0,0.0,1000000.0,2562803211.414171,0.01,1.5,0.0,0.0001,0.0,0.0
348,3033617,3034966.0,13799.783101727347,40672621.49245947,0.0,0.0,1000000.0,204363107.46229735,0.01,1.5,0.0,0.0001,0.0,0.0
349,3033626,7000653.0,74101.30862845451,1099850579.4096076,0.0,0.0,1000000.0,5500252897.0480385,0.01,1.5,0.0,0.0001,0.0,0.0
350,3033628,3035550.0,70021.65800928864,971500055.5657324,0.0,0.0,1000000.0,4858500277.828662,0.01,1.5,0.0,0.0001,0.0,0.0
351,3033689,3034805.0,48484.36599012792,480446281.8435446,0.0,0.0,1000000.0,2403231409.217723,0.01,1.5,0.0,0.0001,0.0,0.0
352,3033832,3036193.0,85940.40496249248,924525477.8560902,0.0,0.0,1000000.0,4623627389.280451,0.01,1.5,0.0,0.0001,0.0,0.0
353,3033833,7000591.0,71022.75283542594,1054773327.9102528,0.0,0.0,1000000.0,5274866639.551264,0.01,1.5,0.0,0.0001,0.0,0.0
354,3033845,3035166.0,18680.98955901261,458767361.9510556,0.0,0.0,1000000.0,2294836809.755278,0.01,1.5,0.0,0.0001,0.0,0.0
355,3033892,3037148.0,16453.013545612353,150544696.0916634,0.0,0.0,1000000.0,753723480.4583169,0.01,1.5,0.0,0.0001,0.0,0.0
356,3033917,3035220.0,6077.1225390310665,13941869.058032468,0.0,0.0,1000000.0,70709345.29016234,0.01,1.5,0.0,0.0001,0.0,0.0
357,3034036,7000528.0,19070.1821292882,1763431349.5305097,0.0,0.0,1000000.0,8818156747.652548,0.01,1.5,0.0,0.0001,0.0,0.0
358,3034044,3034605.0,2902.220909320288,307539816.821896,0.0,0.0,1000000.0,1538699084.1094801,0.01,1.5,0.0,0.0001,0.0,0.0
359,3034127,3035223.0,23573.663962211893,112270579.9142452,0.0,0.0,1000000.0,562352899.571226,0.01,1.5,0.0,0.0001,0.0,0.0
360,3034146,3040601.0,158859.64113075653,1239416670.9910672,0.0,0.0,1000000.0,6198083354.955336,0.01,1.5,0.0,0.0001,0.0,0.0
361,3034147,3042696.0,101953.85680728855,1697841866.6553514,0.0,0.0,1000000.0,8490209333.276757,0.01,1.5,0.0,0.0001,0.0,0.0
362,3034220,3035241.0,38999.91640827493,359580009.47174114,0.0,0.0,1000000.0,1798900047.3587058,0.01,1.5,0.0,0.0001,0.0,0.0
363,3034221,7000579.0,1.0,255542603.2114296,0.0,0.0,1000000.0,1278713016.057148,0.01,1.5,0.0,0.0001,0.0,0.0
364,3034435,3035596.0,28161.3847088757,558656440.184799,0.0,0.0,1000000.0,2794282200.923995,0.01,1.5,0.0,0.0001,0.0,0.0
365,3034605,7007337.0,7519.231783238806,61186875.67500691,0.0,0.0,1000000.0,306934378.3750346,0.01,1.5,0.0,0.0001,0.0,0.0
366,3034775,3037051.0,12545.032649121837,38840946.64919126,0.0,0.0,1000000.0,195204733.2459563,0.01,1.5,0.0,0.0001,0.0,0.0
367,3034805,3038547.0,12411.961494214502,79988314.41744244,0.0,0.0,1000000.0,400941572.0872122,0.01,1.5,0.0,0.0001,0.0,0.0
368,3034966,3035890.0,25968.68256177161,422748021.1092351,0.0,0.0,1000000.0,2114740105.5461755,0.01,1.5,0.0,0.0001,0.0,0.0
369,3035166,3036441.0,11772.720812087411,85199145.55936855,0.0,0.0,1000000.0,426995727.79684275,0.01,1.5,0.0,0.0001,0.0,0.0
370,3035220,3036254.0,68437.11672399862,690108497.5489194,0.0,0.0,1000000.0,3451542487.7445974,0.01,1.5,0.0,0.0001,0.0,0.0
371,3035223,3041994.0,62960.7294201498,421457858.2607777,0.0,0.0,1000000.0,2108289291.3038886,0.01,1.5,0.0,0.0001,0.0,0.0
372,3035241,3037072.0,15169.650008288794,142203620.49178123,0.0,0.0,1000000.0,712018102.4589062,0.01,1.5,0.0,0.0001,0.0,0.0
373,3035381,3036222.0,142292.7702537286,1635567372.418736,0.0,0.0,1000000.0,8178836862.093679,0.01,1.5,0.0,0.0001,0.0,0.0
374,3035550,3038513.0,9926.214241540216,21126295.023824893,0.0,0.0,1000000.0,106631475.11912447,0.01,1.5,0.0,0.0001,0.0,0.0
375,3035582,7000591.0,1.0,1336945283.1327114,0.0,0.0,1000000.0,6685726415.663557,0.01,1.5,0.0,0.0001,0.0,0.0
376,3035596,3044254.0,41102.057312265424,254829532.1998975,0.0,0.0,1000000.0,1275147660.9994874,0.01,1.5,0.0,0.0001,0.0,0.0
377,3035624,3038513.0,6342.543986439066,296773695.52641535,0.0,0.0,1000000.0,1484868477.6320767,0.01,1.5,0.0,0.0001,0.0,0.0
378,3035820,3036322.0,47331.28379608374,474053447.28447294,0.0,0.0,1000000.0,2371267236.4223647,0.01,1.5,0.0,0.0001,0.0,0.0
379,3035890,3042714.0,36435.04458917592,137663248.49367675,0.0,0.0,1000000.0,689316242.4683838,0.01,1.5,0.0,0.0001,0.0,0.0
380,3036106,7000591.0,1.0,73701022.7718056,0.0,0.0,1000000.0,369505113.859028,0.01,1.5,0.0,0.0001,0.0,0.0
381,3036193,3038547.0,12652.111152982214,29853719.04326187,0.0,0.0,1000000.0,150268595.21630937,0.01,1.5,0.0,0.0001,0.0,0.0
382,3036222,3040189.0,13875.844725133473,73536162.19720936,0.0,0.0,1000000.0,368680810.9860468,0.01,1.5,0.0,0.0001,0.0,0.0
383,3036250,7000653.0,90749.61120327878,1386131615.460946,0.0,0.0,1000000.0,6931658077.30473,0.01,1.5,0.0,0.0001,0.0,0.0
384,3036254,3036701.0,7937.608138387935,13643267.67103448,0.0,0.0,1000000.0,69216338.3551724,0.01,1.5,0.0,0.0001,0.0,0.0
385,3036322,3041396.0,23710.32569416285,136481406.46884274,0.0,0.0,1000000.0,683407032.3442137,0.01,1.5,0.0,0.0001,0.0,0.0
386,3036441,3037457.0,18265.14773863506,114696813.08608402,0.0,0.0,1000000.0,574484065.4304202,0.01,1.5,0.0,0.0001,0.0,0.0
387,3036701,3037304.0,13183.10131856514,48249815.82895231,0.0,0.0,1000000.0,242249079.14476156,0.01,1.5,0.0,0.0001,0.0,0.0
388,3036790,3038621.0,20884.3172544044,335605784.7612203,0.0,0.0,1000000.0,1679028923.8061013,0.01,1.5,0.0,0.0001,0.0,0.0
389,3036862,3037383.0,52731.68981839154,933238524.2089568,0.0,0.0,1000000.0,4667192621.044785,0.01,1.5,0.0,0.0001,0.0,0.0
390,3037051,3041364.0,31646.14316559525,591797046.6092458,0.0,0.0,1000000.0,2959985233.046229,0.01,1.5,0.0,0.0001,0.0,0.0
391,3037072,3039666.0,36488.09529755475,295167975.78123003,0.0,0.0,1000000.0,1476839878.90615,0.01,1.5,0.0,0.0001,0.0,0.0
392,3037148,3039666.0,18528.60761609802,100239790.30112793,0.0,0.0,1000000.0,502198951.5056396,0.01,1.5,0.0,0.0001,0.0,0.0
393,3037158,7000653.0,1.0,4315801.042435269,0.0,0.0,1000000.0,22579005.212176345,0.01,1.5,0.0,0.0001,0.0,0.0
394,3037163,7000700.0,140118.96971323647,2907738859.2113748,0.0,0.0,1000000.0,14539694296.056873,0.01,1.5,0.0,0.0001,0.0,0.0
395,3037304,3037639.0,23155.952922827422,148768786.69291475,0.0,0.0,1000000.0,744843933.4645737,0.01,1.5,0.0,0.0001,0.0,0.0
396,3037383,7000541.0,7405.212165345562,20511958.91029053,0.0,0.0,1000000.0,103559794.55145267,0.01,1.5,0.0,0.0001,0.0,0.0
397,3037417,7000591.0,1.0,9766341.660469972,0.0,0.0,1000000.0,49831708.30234986,0.01,1.5,0.0,0.0001,0.0,0.0
398,3037457,3043042.0,73085.00341190485,786538228.0344123,0.0,0.0,1000000.0,3933691140.1720614,0.01,1.5,0.0,0.0001,0.0,0.0
399,3037480,7000700.0,1.0,3921311.279212467,0.0,0.0,1000000.0,20606556.396062333,0.01,1.5,0.0,0.0001,0.0,0.0
400,3037639,3038060.0,23029.94320846132,191632198.3803005,0.0,0.0,1000000.0,959160991.9015025,0.01,1.5,0.0,0.0001,0.0,0.0
401,3037829,3038037.0,17142.58816009758,343496564.2854875,0.0,0.0,1000000.0,1718482821.4274373,0.01,1.5,0.0,0.0001,0.0,0.0
402,3038037,3044518.0,7739.177322064831,41641878.33011958,0.0,0.0,1000000.0,209209391.6505979,0.01,1.5,0.0,0.0001,0.0,0.0
403,3038060,3038374.0,55577.76241384705,577653744.8454946,0.0,0.0,1000000.0,2889268724.2274733,0.01,1.5,0.0,0.0001,0.0,0.0
404,3038126,3038770.0,11522.885874750256,340393152.40683776,0.0,0.0,1000000.0,1702965762.0341887,0.01,1.5,0.0,0.0001,0.0,0.0
405,3038286,7000653.0,1.0,109893854.11726642,0.0,0.0,1000000.0,550469270.5863321,0.01,1.5,0.0,0.0001,0.0,0.0
406,3038374,3039034.0,34416.38488678247,136480300.13552797,0.0,0.0,1000000.0,683401500.6776398,0.01,1.5,0.0,0.0001,0.0,0.0
407,3038472,7000653.0,1.0,4401230.896034394,0.0,0.0,1000000.0,23006154.48017197,0.01,1.5,0.0,0.0001,0.0,0.0
408,3038513,3038805.0,22446.22810383204,103049320.73454748,0.0,0.0,1000000.0,516246603.6727374,0.01,1.5,0.0,0.0001,0.0,0.0
409,3038547,3039143.0,16294.210429807505,202267332.85339183,0.0,0.0,1000000.0,1012336664.2669592,0.01,1.5,0.0,0.0001,0.0,0.0
410,3038621,3039331.0,57349.16023397579,455124316.52921975,0.0,0.0,1000000.0,2276621582.6460986,0.01,1.5,0.0,0.0001,0.0,0.0
411,3038770,7000557.0,28934.03730876915,111963239.53209968,0.0,0.0,1000000.0,560816197.6604984,0.01,1.5,0.0,0.0001,0.0,0.0
412,3038805,3040189.0,35243.09906429259,465988552.9856604,0.0,0.0,1000000.0,2330942764.928302,0.01,1.5,0.0,0.0001,0.0,0.0
413,3039034,3039412.0,49167.33761135254,520582053.7670727,0.0,0.0,1000000.0,2603910268.8353634,0.01,1.5,0.0,0.0001,0.0,0.0
414,3039097,7000653.0,1.0,394832313.2426136,0.0,0.0,1000000.0,1975161566.213068,0.01,1.5,0.0,0.0001,0.0,0.0
415,3039143,3039403.0,42892.26602936281,285850393.0168852,0.0,0.0,1000000.0,1430251965.0844262,0.01,1.5,0.0,0.0001,0.0,0.0
416,3039173,7000557.0,1.0,317756922.0819589,0.0,0.0,1000000.0,1589784610.4097943,0.01,1.5,0.0,0.0001,0.0,0.0
417,3039307,7000653.0,1.0,46613309.034057766,0.0,0.0,1000000.0,234066545.17028883,0.01,1.5,0.0,0.0001,0.0,0.0
418,3039331,3043986.0,84024.50832276599,661907955.448961,0.0,0.0,1000000.0,3310539777.2448053,0.01,1.5,0.0,0.0001,0.0,0.0
419,3039353,7000591.0,1.0,227668561.56410775,0.0,0.0,1000000.0,1139342807.8205388,0.01,1.5,0.0,0.0001,0.0,0.0
420,3039403,3043814.0,35280.9010125666,465801983.59051466,0.0,0.0,1000000.0,2330009917.9525733,0.01,1.5,0.0,0.0001,0.0,0.0
421,3039412,3039513.0,20816.180806540862,60732181.17904688,0.0,0.0,1000000.0,304660905.8952344,0.01,1.5,0.0,0.0001,0.0,0.0
422,3039513,3039897.0,32465.05564828772,112484633.21982232,0.0,0.0,1000000.0,563423166.0991116,0.01,1.5,0.0,0.0001,0.0,0.0
423,3039532,7000557.0,1.0,76648339.43704122,0.0,0.0,1000000.0,384241697.1852061,0.01,1.5,0.0,0.0001,0.0,0.0
424,3039666,3039841.0,23498.7165748958,161957702.6349906,0.0,0.0,1000000.0,810788513.174953,0.01,1.5,0.0,0.0001,0.0,0.0
425,3039667,7000591.0,1.0,238000094.335998,0.0,0.0,1000000.0,1191000471.67999,0.01,1.5,0.0,0.0001,0.0,0.0
426,3039704,7000557.0,1.0,247249690.1925165,0.0,0.0,1000000.0,1237248450.9625826,0.01,1.5,0.0,0.0001,0.0,0.0
427,3039840,3040145.0,8046.9183949681055,315501992.5964697,0.0,0.0,1000000.0,1578509962.9823484,0.01,1.5,0.0,0.0001,0.0,0.0
428,3039841,3039994.0,24210.93475079747,131325745.26587336,0.0,0.0,1000000.0,657628726.3293668,0.01,1.5,0.0,0.0001,0.0,0.0
429,3039897,3040601.0,124595.04647662056,1070187759.3004954,0.0,0.0,1000000.0,5351938796.502477,0.01,1.5,0.0,0.0001,0.0,0.0
430,3039994,3040181.0,7813.187652418144,164640788.70541748,0.0,0.0,1000000.0,824203943.5270875,0.01,1.5,0.0,0.0001,0.0,0.0
431,3040112,3040246.0,12765.454740457795,132240021.88765591,0.0,0.0,1000000.0,662200109.4382796,0.01,1.5,0.0,0.0001,0.0,0.0
432,3040137,3042547.0,162563.34780891807,1340121825.986424,0.0,0.0,1000000.0,6701609129.932119,0.01,1.5,0.0,0.0001,0.0,0.0
433,3040145,3040262.0,21785.787324738318,202939340.6953597,0.0,0.0,1000000.0,1015696703.4767985,0.01,1.5,0.0,0.0001,0.0,0.0
434,3040181,3040378.0,3781.797635542687,7010969.016448611,0.0,0.0,1000000.0,36054845.082243055,0.01,1.5,0.0,0.0001,0.0,0.0
435,3040189,3040257.0,10063.605629414991,108593563.05244584,0.0,0.0,1000000.0,543967815.2622292,0.01,1.5,0.0,0.0001,0.0,0.0
436,3040246,3040310.0,32654.975302761515,447050603.2535228,0.0,0.0,1000000.0,2236253016.267614,0.01,1.5,0.0,0.0001,0.0,0.0
437,3040257,3040306.0,14099.033239138476,44433100.44494817,0.0,0.0,1000000.0,223165502.22474083,0.01,1.5,0.0,0.0001,0.0,0.0
438,3040262,3040423.0,13070.858165729787,280458217.16761273,0.0,0.0,1000000.0,1403291085.8380637,0.01,1.5,0.0,0.0001,0.0,0.0
439,3040306,3040477.0,4979.283741412481,19038132.800788388,0.0,0.0,1000000.0,96190664.00394194,0.01,1.5,0.0,0.0001,0.0,0.0
440,3040310,3040429.0,13916.84879573342,94019410.97928804,0.0,0.0,1000000.0,471097054.8964402,0.01,1.5,0.0,0.0001,0.0,0.0
441,3040378,3040808.0,63470.013234816026,672524736.6709256,0.0,0.0,1000000.0,3363623683.354628,0.01,1.5,0.0,0.0001,0.0,0.0
442,3040423,3041364.0,71559.34934631128,579834190.5966523,0.0,0.0,1000000.0,2900170952.983261,0.01,1.5,0.0,0.0001,0.0,0.0
443,3040429,3042322.0,28694.76842462614,318950330.9059293,0.0,0.0,1000000.0,1595751654.5296466,0.01,1.5,0.0,0.0001,0.0,0.0
444,3040477,3040669.0,45486.50906825576,583403612.3315457,0.0,0.0,1000000.0,2918018061.6577287,0.01,1.5,0.0,0.0001,0.0,0.0
445,3040601,3041396.0,34502.77800192707,309578870.7915971,0.0,0.0,1000000.0,1548894353.9579856,0.01,1.5,0.0,0.0001,0.0,0.0
446,3040669,3040903.0,7452.36959192324,14544616.160628552,0.0,0.0,1000000.0,73723080.80314276,0.01,1.5,0.0,0.0001,0.0,0.0
447,3040808,3044172.0,46524.20309103293,401122729.77864885,0.0,0.0,1000000.0,2006613648.8932443,0.01,1.5,0.0,0.0001,0.0,0.0
448,3040903,3040953.0,73203.2627752665,1146290729.8351965,0.0,0.0,1000000.0,5732453649.175982,0.01,1.5,0.0,0.0001,0.0,0.0
449,3040953,3042322.0,2450.6160987710223,3777329.447504781,0.0,0.0,1000000.0,19886647.237523906,0.01,1.5,0.0,0.0001,0.0,0.0
450,3041364,3041470.0,76371.3937246401,690232573.3371546,0.0,0.0,1000000.0,3452162866.685773,0.01,1.5,0.0,0.0001,0.0,0.0
451,3041396,3041662.0,89648.49129927957,922996390.7467252,0.0,0.0,1000000.0,4615981953.733626,0.01,1.5,0.0,0.0001,0.0,0.0
452,3041470,3041524.0,27938.81550972128,372273710.1363424,0.0,0.0,1000000.0,1862368550.6817122,0.01,1.5,0.0,0.0001,0.0,0.0
453,3041524,3041590.0,24180.774956435955,257479926.36238244,0.0,0.0,1000000.0,1288399631.8119123,0.01,1.5,0.0,0.0001,0.0,0.0
454,3041590,3042547.0,8939.623548549007,40987034.02826418,0.0,0.0,1000000.0,205935170.14132088,0.01,1.5,0.0,0.0001,0.0,0.0
455,3041662,3041994.0,4093.9531504630872,18150742.998222426,0.0,0.0,1000000.0,91753714.99111213,0.01,1.5,0.0,0.0001,0.0,0.0
456,3041994,3043656.0,44608.85575316392,230613393.99712983,0.0,0.0,1000000.0,1154066969.985649,0.01,1.5,0.0,0.0001,0.0,0.0
457,3042322,7007701.0,23544.50747206729,174467926.8162962,0.0,0.0,1000000.0,873339634.081481,0.01,1.5,0.0,0.0001,0.0,0.0
458,3042349,7007701.0,1.0,34173925.57226529,0.0,0.0,1000000.0,171869627.86132646,0.01,1.5,0.0,0.0001,0.0,0.0
459,3042385,3042492.0,6081.941090829741,439460944.1942683,0.0,0.0,1000000.0,2198304720.9713416,0.01,1.5,0.0,0.0001,0.0,0.0
460,3042492,3042714.0,42698.36190572333,643424196.9215288,0.0,0.0,1000000.0,3218120984.607644,0.01,1.5,0.0,0.0001,0.0,0.0
461,3042547,3042696.0,80438.08614520071,697711691.3167348,0.0,0.0,1000000.0,3489558456.583674,0.01,1.5,0.0,0.0001,0.0,0.0
462,3042696,3043656.0,51234.46162492589,317791008.2468887,0.0,0.0,1000000.0,1589955041.2344434,0.01,1.5,0.0,0.0001,0.0,0.0
463,3042714,3043042.0,53338.34906704241,999153779.0211104,0.0,0.0,1000000.0,4996768895.105552,0.01,1.5,0.0,0.0001,0.0,0.0
464,3043042,3044473.0,49281.33625776455,701672826.438899,0.0,0.0,1000000.0,3509364132.194495,0.01,1.5,0.0,0.0001,0.0,0.0
465,3043656,3043671.0,86146.86039780708,1408568401.5888298,0.0,0.0,1000000.0,7043842007.944149,0.01,1.5,0.0,0.0001,0.0,0.0
466,3043671,3043814.0,35496.70504606338,407051542.9445538,0.0,0.0,1000000.0,2036257714.722769,0.01,1.5,0.0,0.0001,0.0,0.0
467,3043814,3043846.0,51564.98613481575,493311002.2855912,0.0,0.0,1000000.0,2467555011.427956,0.01,1.5,0.0,0.0001,0.0,0.0
468,3043846,3043986.0,43118.67539385021,195671156.58090505,0.0,0.0,1000000.0,979355782.9045253,0.01,1.5,0.0,0.0001,0.0,0.0
469,3043986,3043998.0,68.46003228927385,109039.02422010367,0.0,0.0,1000000.0,1545195.1211005184,0.01,1.5,0.0,0.0001,0.0,0.0
470,3043998,3044010.0,26997.08312419912,192730876.58199075,0.0,0.0,1000000.0,964654382.9099537,0.01,1.5,0.0,0.0001,0.0,0.0
471,3044010,3044016.0,74945.19702303885,1070587294.6577468,0.0,0.0,1000000.0,5353936473.288734,0.01,1.5,0.0,0.0001,0.0,0.0
472,3044016,3044021.0,19499.21346037867,306717819.36724883,0.0,0.0,1000000.0,1534589096.836244,0.01,1.5,0.0,0.0001,0.0,0.0
473,3044021,3044041.0,22453.563839271093,197286665.8958135,0.0,0.0,1000000.0,987433329.4790674,0.01,1.5,0.0,0.0001,0.0,0.0
474,3044041,3044047.0,6567.346325935821,49708932.80694046,0.0,0.0,1000000.0,249544664.0347023,0.01,1.5,0.0,0.0001,0.0,0.0
475,3044047,3044054.0,8540.875223835623,21396492.52217262,0.0,0.0,1000000.0,107982462.61086309,0.01,1.5,0.0,0.0001,0.0,0.0
476,3044054,3044061.0,33221.96542568924,443837978.2520304,0.0,0.0,1000000.0,2220189891.260152,0.01,1.5,0.0,0.0001,0.0,0.0
477,3044061,3044172.0,22143.902892575785,164036459.30111402,0.0,0.0,1000000.0,821182296.5055702,0.01,1.5,0.0,0.0001,0.0,0.0
478,3044172,3044176.0,8152.71271708036,24843381.127720173,0.0,0.0,1000000.0,125216905.63860087,0.01,1.5,0.0,0.0001,0.0,0.0
479,3044176,3044181.0,25162.76625957224,342675797.6262632,0.0,0.0,1000000.0,1714378988.131316,0.01,1.5,0.0,0.0001,0.0,0.0
480,3044181,3044184.0,1398.651913140934,1987052.2696013583,0.0,0.0,1000000.0,10935261.348006792,0.01,1.5,0.0,0.0001,0.0,0.0
481,3044184,3044194.0,9607.135872260502,49808223.60972826,0.0,0.0,1000000.0,250041118.04864132,0.01,1.5,0.0,0.0001,0.0,0.0
482,3044194,3044202.0,14621.83512023247,111908827.58827835,0.0,0.0,1000000.0,560544137.9413917,0.01,1.5,0.0,0.0001,0.0,0.0
483,3044202,3044204.0,38683.2313241039,666892815.7710093,0.0,0.0,1000000.0,3335464078.8550467,0.01,1.5,0.0,0.0001,0.0,0.0
484,3044204,3044231.0,14609.961169522596,55241809.76389542,0.0,0.0,1000000.0,277209048.8194771,0.01,1.5,0.0,0.0001,0.0,0.0
485,3044231,3044254.0,102230.7915862336,1375251710.6228411,0.0,0.0,1000000.0,6877258553.114205,0.01,1.5,0.0,0.0001,0.0,0.0
486,3044254,3044270.0,11862.35370510576,44533206.0249792,0.0,0.0,1000000.0,223666030.124896,0.01,1.5,0.0,0.0001,0.0,0.0
487,3044270,3044278.0,87043.46048257011,939511504.025604,0.0,0.0,1000000.0,4698557520.12802,0.01,1.5,0.0,0.0001,0.0,0.0
488,3044278,3044473.0,12530.84663262243,40633782.276521,0.0,0.0,1000000.0,204168911.382605,0.01,1.5,0.0,0.0001,0.0,0.0
489,3044473,3044475.0,21648.59203366447,193869039.44904757,0.0,0.0,1000000.0,970345197.2452378,0.01,1.5,0.0,0.0001,0.0,0.0
490,3044475,3044480.0,24354.492491231867,235521230.96764404,0.0,0.0,1000000.0,1178606154.8382201,0.01,1.5,0.0,0.0001,0.0,0.0
491,3044480,3044486.0,27820.034163970045,312608469.4410908,0.0,0.0,1000000.0,1564042347.205454,0.01,1.5,0.0,0.0001,0.0,0.0
492,3044486,3044489.0,83309.79411286415,1096131125.0027995,0.0,0.0,1000000.0,5481655625.013998,0.01,1.5,0.0,0.0001,0.0,0.0
493,3044489,3044492.0,3920.8661250037367,17572436.384895433,0.0,0.0,1000000.0,88862181.92447716,0.01,1.5,0.0,0.0001,0.0,0.0
494,3044492,3044518.0,60769.59847312447,617882912.5205904,0.0,0.0,1000000.0,3090414562.602952,0.01,1.5,0.0,0.0001,0.0,0.0
495,3044518,3044523.0,18166.44403332169,224331365.1177484,0.0,0.0,1000000.0,1122656825.588742,0.01,1.5,0.0,0.0001,0.0,0.0
496,3044523,3044527.0,39666.51947141432,509215470.1632952,0.0,0.0,1000000.0,2547077350.816476,0.01,1.5,0.0,0.0001,0.0,0.0
497,3044527,3044529.0,52442.023535273496,351437568.4730909,0.0,0.0,1000000.0,1758187842.3654544,0.01,1.5,0.0,0.0001,0.0,0.0
498,3044529,-9999.0,12608.73412587952,155380487.94494334,0.0,0.0,1000000.0,777902439.7247167,0.01,1.5,0.0,0.0001,0.0,0.0
